UserID	RGsumevents	RGFirst_Date	RGLast_date	Event_type_first	Interventiontype_first
6951493	1	7/24/2009	7/24/2009	2	16
1556993	1	7/23/2009	7/23/2009	2	16
4733608	1	7/23/2009	7/23/2009	2	16
2018397	1	7/20/2009	7/20/2009	2	16
5386219	1	7/17/2009	7/17/2009	2	16
4970372	3	1/27/2009	7/17/2009	2	16
2610717	1	7/15/2009	7/15/2009	2	16
4161293	1	7/15/2009	7/15/2009	2	16
1602071	1	7/14/2009	7/14/2009	2	16
5070927	1	7/14/2009	7/14/2009	2	16
671210	1	7/8/2009	7/8/2009	2	16
713486	1	7/7/2009	7/7/2009	2	16
3987134	1	7/7/2009	7/7/2009	2	16
6865325	1	7/7/2009	7/7/2009	2	16
1398079	5	1/27/2009	7/6/2009	2	16
5799772	1	6/30/2009	6/30/2009	2	16
6913897	1	6/30/2009	6/30/2009	2	16
651781	1	6/29/2009	6/29/2009	2	16
1614409	1	6/24/2009	6/24/2009	2	16
2187527	1	6/24/2009	6/24/2009	2	16
6550161	1	6/24/2009	6/24/2009	2	16
6517045	1	6/22/2009	6/22/2009	2	16
4693383	1	6/16/2009	6/16/2009	2	16
5373487	1	6/16/2009	6/16/2009	2	16
5798136	1	6/16/2009	6/16/2009	2	16
1646641	1	6/9/2009	6/9/2009	2	16
4874828	1	6/9/2009	6/9/2009	2	16
5571695	1	6/3/2009	6/3/2009	2	16
1579804	1	5/28/2009	5/28/2009	2	16
3300769	1	5/28/2009	5/28/2009	2	16
5296024	1	5/27/2009	5/27/2009	2	16
6947883	1	5/26/2009	5/26/2009	2	16
1791179	1	5/25/2009	5/25/2009	2	16
4514270	1	5/25/2009	5/25/2009	2	16
6641451	1	5/19/2009	5/19/2009	2	16
3910295	1	5/13/2009	5/13/2009	2	16
7967147	1	5/13/2009	5/13/2009	2	16
1965428	2	5/7/2009	5/13/2009	2	16
1119668	2	5/5/2009	5/13/2009	2	16
2188068	1	5/12/2009	5/12/2009	2	16
5299312	1	5/12/2009	5/12/2009	2	16
5343080	1	5/12/2009	5/12/2009	2	16
1766392	1	5/11/2009	5/11/2009	2	16
3578832	1	5/11/2009	5/11/2009	2	16
1427840	3	11/3/2008	5/11/2009	2	16
3324091	1	5/7/2009	5/7/2009	2	16
6237129	1	5/4/2009	5/4/2009	2	16
7996728	1	5/4/2009	5/4/2009	2	16
1345978	1	4/29/2009	4/29/2009	2	16
1986069	1	4/29/2009	4/29/2009	2	16
6619645	1	4/27/2009	4/27/2009	2	16
4063603	1	4/20/2009	4/20/2009	2	16
4456261	1	4/20/2009	4/20/2009	2	16
4602219	1	4/15/2009	4/15/2009	2	16
4218661	1	4/10/2009	4/10/2009	2	16
2873035	1	4/5/2009	4/5/2009	2	16
1755673	1	3/31/2009	3/31/2009	2	16
2388884	1	3/26/2009	3/26/2009	2	16
5716289	1	3/25/2009	3/25/2009	2	16
1104232	1	3/24/2009	3/24/2009	2	16
2626074	1	3/24/2009	3/24/2009	2	16
3749821	1	3/24/2009	3/24/2009	2	16
3918664	1	3/23/2009	3/23/2009	2	16
6029485	1	3/23/2009	3/23/2009	2	16
3284620	1	3/20/2009	3/20/2009	2	16
6660207	1	3/17/2009	3/17/2009	2	16
1522618	1	3/16/2009	3/16/2009	2	16
8068361	1	3/16/2009	3/16/2009	2	16
3942982	1	3/13/2009	3/13/2009	2	16
4693834	1	3/13/2009	3/13/2009	2	16
6587241	1	3/13/2009	3/13/2009	2	16
1573032	1	3/11/2009	3/11/2009	2	16
4917155	1	3/11/2009	3/11/2009	2	16
863069	1	3/9/2009	3/9/2009	2	16
3041605	1	3/9/2009	3/9/2009	2	16
6098935	1	3/9/2009	3/9/2009	2	16
5042290	1	3/6/2009	3/6/2009	2	16
7953847	1	3/6/2009	3/6/2009	2	16
4821096	1	3/5/2009	3/5/2009	2	16
2697251	1	3/4/2009	3/4/2009	2	16
1066905	1	3/2/2009	3/2/2009	2	16
5604384	1	3/2/2009	3/2/2009	2	16
1776887	1	2/27/2009	2/27/2009	2	16
2874213	1	2/26/2009	2/26/2009	2	16
4699296	1	2/25/2009	2/25/2009	2	16
6779845	1	2/24/2009	2/24/2009	2	16
2109792	1	2/23/2009	2/23/2009	2	16
4805410	1	2/23/2009	2/23/2009	2	16
6862150	1	2/23/2009	2/23/2009	2	16
1285959	1	2/20/2009	2/20/2009	2	16
1029762	1	2/19/2009	2/19/2009	2	16
3214045	1	2/19/2009	2/19/2009	2	16
841112	1	2/17/2009	2/17/2009	2	16
2039222	1	2/17/2009	2/17/2009	2	16
4939096	1	2/17/2009	2/17/2009	2	16
5348916	1	2/17/2009	2/17/2009	2	16
6050005	1	2/17/2009	2/17/2009	2	16
6687752	1	2/17/2009	2/17/2009	2	16
6853605	1	2/17/2009	2/17/2009	2	16
3641589	1	2/13/2009	2/13/2009	2	16
7563763	1	2/13/2009	2/13/2009	2	16
600062	1	2/11/2009	2/11/2009	2	16
2795050	1	2/11/2009	2/11/2009	2	16
4701658	1	2/11/2009	2/11/2009	2	16
5851917	1	2/11/2009	2/11/2009	2	16
640126	1	2/10/2009	2/10/2009	2	16
2318742	1	2/10/2009	2/10/2009	2	16
2780775	1	2/10/2009	2/10/2009	2	16
4653627	1	2/10/2009	2/10/2009	2	16
6505651	1	2/10/2009	2/10/2009	2	16
7869102	1	2/10/2009	2/10/2009	2	16
1486136	1	2/9/2009	2/9/2009	2	16
1865113	1	2/9/2009	2/9/2009	2	16
2098018	1	2/6/2009	2/6/2009	2	16
3101778	1	2/6/2009	2/6/2009	2	16
4503325	1	2/5/2009	2/5/2009	2	16
1343436	1	2/4/2009	2/4/2009	2	16
3262791	1	2/4/2009	2/4/2009	2	16
4621436	1	2/4/2009	2/4/2009	2	16
1475836	1	2/3/2009	2/3/2009	2	16
1592977	1	2/2/2009	2/2/2009	2	16
5810533	1	2/2/2009	2/2/2009	2	16
6148174	1	2/2/2009	2/2/2009	2	16
1284616	1	1/30/2009	1/30/2009	2	16
3593395	1	1/30/2009	1/30/2009	2	16
4607869	1	1/30/2009	1/30/2009	2	16
1529711	1	1/29/2009	1/29/2009	2	16
1333978	1	1/28/2009	1/28/2009	2	16
3123449	1	1/28/2009	1/28/2009	2	16
691215	1	1/27/2009	1/27/2009	2	16
3742803	1	1/27/2009	1/27/2009	2	16
1402736	1	1/26/2009	1/26/2009	2	16
6407477	1	1/26/2009	1/26/2009	2	16
4811008	1	1/23/2009	1/23/2009	2	16
1425148	1	1/20/2009	1/20/2009	2	16
3170006	1	1/20/2009	1/20/2009	2	16
3201228	1	1/20/2009	1/20/2009	2	16
6114396	1	1/20/2009	1/20/2009	2	16
6236744	1	1/20/2009	1/20/2009	2	16
2912319	1	1/19/2009	1/19/2009	2	16
1446979	1	1/16/2009	1/16/2009	2	16
3337667	1	1/16/2009	1/16/2009	2	16
5171821	1	1/16/2009	1/16/2009	2	16
3153074	1	1/14/2009	1/14/2009	2	16
5385439	1	1/14/2009	1/14/2009	2	16
1371692	1	1/13/2009	1/13/2009	2	16
6587044	1	1/12/2009	1/12/2009	2	16
4172003	1	1/9/2009	1/9/2009	2	16
4273908	1	1/9/2009	1/9/2009	2	16
5104588	1	1/9/2009	1/9/2009	2	16
5781728	1	1/9/2009	1/9/2009	2	16
411101	1	1/8/2009	1/8/2009	2	16
1692544	1	1/7/2009	1/7/2009	2	16
3687077	1	1/7/2009	1/7/2009	2	16
5376766	1	1/7/2009	1/7/2009	2	16
5524866	1	1/7/2009	1/7/2009	2	16
6732186	1	1/5/2009	1/5/2009	2	16
1560193	1	1/1/2009	1/1/2009	2	16
1651030	1	1/1/2009	1/1/2009	2	16
2775461	1	1/1/2009	1/1/2009	2	16
5112671	1	1/1/2009	1/1/2009	2	16
1613727	1	12/31/2008	12/31/2008	2	16
6434840	1	12/31/2008	12/31/2008	2	16
6584848	1	12/31/2008	12/31/2008	2	16
1306998	1	12/30/2008	12/30/2008	2	16
2190858	1	12/30/2008	12/30/2008	2	16
6765868	1	12/30/2008	12/30/2008	2	16
5516276	1	12/29/2008	12/29/2008	2	16
4239077	1	12/22/2008	12/22/2008	2	16
5925043	1	12/22/2008	12/22/2008	2	16
6340903	1	12/22/2008	12/22/2008	2	16
610990	1	12/18/2008	12/18/2008	2	16
1549759	1	12/18/2008	12/18/2008	2	16
1766299	1	12/18/2008	12/18/2008	2	16
1926155	1	12/18/2008	12/18/2008	2	16
2405222	1	12/18/2008	12/18/2008	2	16
3703970	1	12/18/2008	12/18/2008	2	16
4187994	1	12/18/2008	12/18/2008	2	16
4694966	1	12/18/2008	12/18/2008	2	16
5317415	2	11/6/2008	12/18/2008	2	16
1260523	1	12/17/2008	12/17/2008	2	16
1290225	1	12/17/2008	12/17/2008	2	16
3176447	1	12/17/2008	12/17/2008	2	16
4724793	1	12/17/2008	12/17/2008	2	16
1342111	1	12/16/2008	12/16/2008	2	16
2143548	1	12/16/2008	12/16/2008	2	16
5097506	1	12/16/2008	12/16/2008	2	16
4863608	1	12/12/2008	12/12/2008	2	16
7241670	1	12/11/2008	12/11/2008	2	16
3614179	1	12/1/2008	12/1/2008	2	16
1516508	1	11/25/2008	11/25/2008	2	16
6332215	1	11/24/2008	11/24/2008	2	16
689277	1	11/21/2008	11/21/2008	2	16
1177425	1	11/20/2008	11/20/2008	2	16
4587239	1	11/20/2008	11/20/2008	2	16
1398948	1	11/19/2008	11/19/2008	2	16
513616	1	11/17/2008	11/17/2008	2	16
2024125	1	11/17/2008	11/17/2008	2	16
2049556	1	11/17/2008	11/17/2008	2	16
2302227	1	11/13/2008	11/13/2008	2	16
6690894	1	11/13/2008	11/13/2008	2	16
2027653	1	11/12/2008	11/12/2008	2	16
2613968	1	11/12/2008	11/12/2008	2	16
2982680	1	11/7/2008	11/7/2008	2	16
4273613	1	11/6/2008	11/6/2008	2	16
1143257	1	11/4/2008	11/4/2008	2	16
2077486	1	11/4/2008	11/4/2008	2	16
847728	1	11/3/2008	11/3/2008	2	16
4411724	1	11/3/2008	11/3/2008	2	16
6396582	1	1/30/2009	1/30/2009	1	16
2064874	2	12/19/2008	4/16/2009	4	15
1129130	1	11/19/2008	11/19/2008	4	15
9858876	1	11/27/2009	11/27/2009	10	14
3776825	1	11/26/2009	11/26/2009	10	14
878190	2	11/19/2009	11/19/2009	10	14
6582950	1	11/18/2009	11/18/2009	10	14
8534251	1	11/18/2009	11/18/2009	10	14
2182157	2	7/9/2009	11/18/2009	10	14
9451520	1	11/16/2009	11/16/2009	10	14
9616886	2	11/12/2009	11/12/2009	10	14
1572636	1	11/12/2009	11/12/2009	10	14
8769784	1	11/12/2009	11/12/2009	10	14
9742498	1	11/12/2009	11/12/2009	10	14
2790387	4	5/5/2009	11/9/2009	10	14
9625061	1	11/8/2009	11/8/2009	10	14
3566841	1	11/3/2009	11/3/2009	10	14
5650434	1	11/3/2009	11/3/2009	10	14
6832274	1	11/3/2009	11/3/2009	10	14
9673702	1	11/3/2009	11/3/2009	10	14
484593	1	10/27/2009	10/27/2009	10	14
6176615	1	10/27/2009	10/27/2009	10	14
6813779	1	10/27/2009	10/27/2009	10	14
9344425	1	10/27/2009	10/27/2009	10	14
9476328	1	10/27/2009	10/27/2009	10	14
4152808	1	10/22/2009	10/22/2009	10	14
8050741	1	10/20/2009	10/20/2009	10	14
4570212	2	10/2/2009	10/20/2009	10	14
6463723	1	10/19/2009	10/19/2009	10	14
9214450	1	10/16/2009	10/16/2009	10	14
4701220	2	10/14/2009	10/15/2009	10	14
8733735	1	10/13/2009	10/13/2009	10	14
671003	1	10/12/2009	10/12/2009	10	14
9154812	1	10/12/2009	10/12/2009	10	14
7637533	2	3/26/2009	10/12/2009	10	14
7574499	1	10/11/2009	10/11/2009	10	14
8745352	1	10/11/2009	10/11/2009	10	14
9342226	1	10/8/2009	10/8/2009	10	14
2398820	1	10/7/2009	10/7/2009	10	14
6709379	2	9/24/2009	10/7/2009	10	14
7411413	1	10/6/2009	10/6/2009	10	14
4909756	2	9/24/2009	10/4/2009	10	14
7050418	3	1/27/2009	10/2/2009	10	14
528696	1	10/1/2009	10/1/2009	10	14
6002495	1	10/1/2009	10/1/2009	10	14
9414734	1	10/1/2009	10/1/2009	10	14
9174350	2	9/16/2009	9/30/2009	10	14
5833888	1	9/28/2009	9/28/2009	10	14
8689302	1	9/27/2009	9/27/2009	10	14
9445578	1	9/27/2009	9/27/2009	10	14
4940917	1	9/24/2009	9/24/2009	10	14
6430963	1	9/24/2009	9/24/2009	10	14
5250607	2	11/23/2008	9/24/2009	10	14
4017465	1	9/22/2009	9/22/2009	10	14
8687064	1	9/22/2009	9/22/2009	10	14
5330769	1	9/17/2009	9/17/2009	10	14
6021643	1	9/17/2009	9/17/2009	10	14
7476569	1	9/16/2009	9/16/2009	10	14
3439198	1	9/15/2009	9/15/2009	10	14
1839746	2	2/6/2009	9/15/2009	10	14
1753291	1	9/14/2009	9/14/2009	10	14
1951951	1	9/9/2009	9/9/2009	10	14
4549204	2	12/10/2008	9/9/2009	10	14
9155990	1	9/3/2009	9/3/2009	10	14
2929192	1	8/26/2009	8/26/2009	10	14
8988808	1	8/24/2009	8/24/2009	10	14
6818258	3	1/20/2009	8/24/2009	10	14
2829998	1	8/18/2009	8/18/2009	10	14
4723797	1	8/18/2009	8/18/2009	10	14
7034773	2	7/23/2009	8/18/2009	10	14
1610754	1	8/14/2009	8/14/2009	10	14
5961595	2	2/10/2009	8/14/2009	10	14
5771220	2	8/2/2009	8/13/2009	10	14
9087156	1	8/11/2009	8/11/2009	10	14
5105551	2	2/10/2009	8/11/2009	10	14
9090597	1	8/10/2009	8/10/2009	10	14
3804873	1	8/9/2009	8/9/2009	10	14
6412008	2	8/2/2009	8/6/2009	10	14
2547501	1	8/4/2009	8/4/2009	10	14
7973162	1	8/4/2009	8/4/2009	10	14
9120241	1	8/4/2009	8/4/2009	10	14
2952717	1	8/3/2009	8/3/2009	10	14
5436914	1	7/30/2009	7/30/2009	10	14
1427115	1	7/29/2009	7/29/2009	10	14
3001919	1	7/27/2009	7/27/2009	10	14
5895179	1	7/27/2009	7/27/2009	10	14
9076916	1	7/26/2009	7/26/2009	10	14
109445	1	7/24/2009	7/24/2009	10	14
1790848	1	7/23/2009	7/23/2009	10	14
8536533	1	7/21/2009	7/21/2009	10	14
3598979	1	7/19/2009	7/19/2009	10	14
7074951	1	7/16/2009	7/16/2009	10	14
8741557	1	7/16/2009	7/16/2009	10	14
1092942	1	7/15/2009	7/15/2009	10	14
7806831	1	7/15/2009	7/15/2009	10	14
7792953	2	7/1/2009	7/14/2009	10	14
7657199	3	2/24/2009	7/14/2009	10	14
6243517	1	7/12/2009	7/12/2009	10	14
1662632	1	7/8/2009	7/8/2009	10	14
8986807	1	7/7/2009	7/7/2009	10	14
969529	1	7/1/2009	7/1/2009	10	14
5143155	1	7/1/2009	7/1/2009	10	14
8891684	2	6/29/2009	6/30/2009	10	14
8753552	2	6/15/2009	6/29/2009	10	14
2312644	3	6/6/2009	6/29/2009	10	14
2925134	1	6/28/2009	6/28/2009	10	14
2614721	1	6/25/2009	6/25/2009	10	14
8678580	1	6/25/2009	6/25/2009	10	14
6571050	2	4/14/2009	6/24/2009	10	14
5178879	1	6/21/2009	6/21/2009	10	14
8536222	1	6/18/2009	6/18/2009	10	14
614867	1	6/16/2009	6/16/2009	10	14
6223749	1	6/14/2009	6/14/2009	10	14
3335713	1	6/8/2009	6/8/2009	10	14
7057540	2	12/22/2008	6/2/2009	10	14
4700436	1	5/31/2009	5/31/2009	10	14
8662139	1	5/31/2009	5/31/2009	10	14
8498146	1	5/25/2009	5/25/2009	10	14
8745888	1	5/22/2009	5/22/2009	10	14
5396402	1	5/13/2009	5/13/2009	10	14
3700434	4	4/5/2009	5/13/2009	10	14
4817579	1	5/11/2009	5/11/2009	10	14
7817217	1	5/11/2009	5/11/2009	10	14
669759	1	5/10/2009	5/10/2009	10	14
4039888	1	5/10/2009	5/10/2009	10	14
5630001	1	5/10/2009	5/10/2009	10	14
7192150	2	4/29/2009	5/6/2009	10	14
2747359	1	4/29/2009	4/29/2009	10	14
6219557	1	4/29/2009	4/29/2009	10	14
3471973	1	4/28/2009	4/28/2009	10	14
3842441	1	4/27/2009	4/27/2009	10	14
5508645	1	4/27/2009	4/27/2009	10	14
1812446	1	3/25/2009	3/25/2009	10	14
8139470	1	3/25/2009	3/25/2009	10	14
7737396	1	3/24/2009	3/24/2009	10	14
6892607	1	3/23/2009	3/23/2009	10	14
838424	1	3/20/2009	3/20/2009	10	14
4132830	1	3/20/2009	3/20/2009	10	14
8083856	1	3/16/2009	3/16/2009	10	14
7878680	1	3/13/2009	3/13/2009	10	14
2865324	1	3/11/2009	3/11/2009	10	14
7782629	1	3/11/2009	3/11/2009	10	14
5962652	2	2/10/2009	3/10/2009	10	14
7978198	1	3/9/2009	3/9/2009	10	14
8002364	1	3/9/2009	3/9/2009	10	14
7167104	1	3/6/2009	3/6/2009	10	14
921177	1	2/27/2009	2/27/2009	10	14
6385334	1	2/25/2009	2/25/2009	10	14
3724936	1	2/20/2009	2/20/2009	10	14
6907191	2	2/15/2009	2/20/2009	10	14
2674431	1	2/17/2009	2/17/2009	10	14
1832172	1	2/16/2009	2/16/2009	10	14
7636650	1	2/12/2009	2/12/2009	10	14
4100320	1	2/11/2009	2/11/2009	10	14
5772420	1	2/11/2009	2/11/2009	10	14
7447994	1	2/11/2009	2/11/2009	10	14
734064	1	2/9/2009	2/9/2009	10	14
7802822	1	2/6/2009	2/6/2009	10	14
3514222	1	2/5/2009	2/5/2009	10	14
5022200	1	2/5/2009	2/5/2009	10	14
5160540	1	2/4/2009	2/4/2009	10	14
2239045	1	2/3/2009	2/3/2009	10	14
6507118	1	2/3/2009	2/3/2009	10	14
3327778	2	 	2/3/2009	10	14
7332618	1	1/30/2009	1/30/2009	10	14
3333830	1	1/29/2009	1/29/2009	10	14
5549778	1	1/29/2009	1/29/2009	10	14
3976253	1	1/27/2009	1/27/2009	10	14
5458401	2	1/13/2009	1/22/2009	10	14
1561422	1	1/20/2009	1/20/2009	10	14
4871462	1	1/19/2009	1/19/2009	10	14
7513684	1	1/19/2009	1/19/2009	10	14
1794523	1	1/14/2009	1/14/2009	10	14
3279457	1	1/9/2009	1/9/2009	10	14
2956360	1	1/7/2009	1/7/2009	10	14
4368709	1	1/7/2009	1/7/2009	10	14
3579257	1	1/5/2009	1/5/2009	10	14
6956571	1	12/30/2008	12/30/2008	10	14
3075642	1	12/22/2008	12/22/2008	10	14
5151648	1	12/22/2008	12/22/2008	10	14
7253727	1	12/19/2008	12/19/2008	10	14
7339267	1	12/18/2008	12/18/2008	10	14
7575369	1	12/18/2008	12/18/2008	10	14
6704803	1	12/16/2008	12/16/2008	10	14
2486182	1	12/11/2008	12/11/2008	10	14
2130822	1	12/3/2008	12/3/2008	10	14
7394752	2	11/21/2008	11/24/2008	10	14
4387346	1	11/23/2008	11/23/2008	10	14
5737882	1	11/21/2008	11/21/2008	10	14
2578609	2	11/12/2008	11/19/2008	10	14
1759481	1	11/10/2008	11/10/2008	10	14
7087750	1	11/7/2008	11/7/2008	10	14
2777944	1	11/6/2008	11/6/2008	10	14
6959629	1	11/6/2008	11/6/2008	10	14
1701187	1	11/3/2008	11/3/2008	10	14
7061385	1	 	 	10	14
1511812	1	10/20/2009	10/20/2009	8	14
7635171	1	10/1/2009	10/1/2009	8	14
2739568	1	9/24/2009	9/24/2009	8	14
8770731	1	5/27/2009	5/27/2009	8	14
8650996	1	5/15/2009	5/15/2009	8	14
4263629	1	4/9/2009	4/9/2009	8	14
7798419	1	2/18/2009	2/18/2009	8	14
6455448	1	1/28/2009	1/28/2009	8	14
6475436	1	1/28/2009	1/28/2009	8	14
7666587	1	1/12/2009	1/12/2009	8	14
4903969	1	12/19/2008	12/19/2008	8	14
1804765	1	12/12/2008	12/12/2008	8	14
8960628	1	7/21/2009	7/21/2009	6	14
6119321	1	7/8/2009	7/8/2009	6	14
5320445	1	2/19/2009	2/19/2009	6	14
2832999	1	2/10/2009	2/10/2009	6	14
5400239	1	2/19/2009	2/19/2009	3	14
1152572	2	4/27/2009	11/22/2009	2	14
9093813	1	11/19/2009	11/19/2009	2	14
9651241	1	11/11/2009	11/11/2009	2	14
8151566	2	10/13/2009	11/11/2009	2	14
5696556	2	5/11/2009	11/11/2009	2	14
4775512	1	11/9/2009	11/9/2009	2	14
38386	1	10/14/2009	10/14/2009	2	14
5592984	1	10/14/2009	10/14/2009	2	14
4866582	1	10/9/2009	10/9/2009	2	14
1387581	1	9/28/2009	9/28/2009	2	14
9350871	1	9/20/2009	9/20/2009	2	14
9143296	1	9/10/2009	9/10/2009	2	14
3279540	1	9/9/2009	9/9/2009	2	14
8932180	1	9/7/2009	9/7/2009	2	14
5005168	1	9/2/2009	9/2/2009	2	14
9077856	2	8/24/2009	9/1/2009	2	14
2421685	1	8/20/2009	8/20/2009	2	14
1282148	1	8/17/2009	8/17/2009	2	14
2962326	1	8/17/2009	8/17/2009	2	14
6979052	1	7/14/2009	7/14/2009	2	14
8922102	1	7/7/2009	7/7/2009	2	14
6936355	1	7/1/2009	7/1/2009	2	14
2251981	1	6/19/2009	6/19/2009	2	14
1339503	1	6/10/2009	6/10/2009	2	14
1717071	1	6/3/2009	6/3/2009	2	14
7848271	1	5/29/2009	5/29/2009	2	14
3159911	1	5/27/2009	5/27/2009	2	14
8663789	1	5/25/2009	5/25/2009	2	14
2747243	1	5/20/2009	5/20/2009	2	14
1866579	1	5/19/2009	5/19/2009	2	14
5327208	2	12/22/2008	5/18/2009	2	14
6892242	2	5/6/2009	5/7/2009	2	14
7915512	2	5/5/2009	5/7/2009	2	14
6770567	1	4/30/2009	4/30/2009	2	14
2313963	1	4/23/2009	4/23/2009	2	14
6628312	1	4/22/2009	4/22/2009	2	14
7611469	1	4/22/2009	4/22/2009	2	14
4882865	3	2/16/2009	4/21/2009	2	14
8326348	1	4/17/2009	4/17/2009	2	14
628673	1	4/16/2009	4/16/2009	2	14
6005561	1	4/16/2009	4/16/2009	2	14
8096868	1	4/14/2009	4/14/2009	2	14
3630907	2	4/10/2009	4/14/2009	2	14
7019325	1	4/9/2009	4/9/2009	2	14
8150245	1	4/7/2009	4/7/2009	2	14
6867140	1	4/6/2009	4/6/2009	2	14
5101193	1	4/5/2009	4/5/2009	2	14
1723411	1	4/2/2009	4/2/2009	2	14
1740517	1	4/2/2009	4/2/2009	2	14
2824913	1	3/27/2009	3/27/2009	2	14
1336326	1	3/24/2009	3/24/2009	2	14
8224971	1	3/24/2009	3/24/2009	2	14
1951934	1	3/9/2009	3/9/2009	2	14
7411986	1	3/9/2009	3/9/2009	2	14
6556687	1	2/27/2009	2/27/2009	2	14
7875912	1	2/23/2009	2/23/2009	2	14
7772353	1	2/20/2009	2/20/2009	2	14
4606378	1	1/27/2009	1/27/2009	2	14
