UserID	RG_case	Missing_Daily_Transactions	First_Deposit_Date	Registration_date	CountryName	LanguageName	Gender	YearofBirth	age_at_registration	sum_stakes_fixedodds	sum_bets_fixedodds	bettingdays_fixedodds	duration_fixedodds	frequency_fixedodds	bets_per_day_fixedodds	euros_per_bet_fixedodds	net_loss_fixedodds	percent_lost_fixedodds	sum_stakes_liveaction	sum_bets_liveaction	bettingdays_liveaction	duration_liveaction	frequency_liveaction	bets_per_day_liveaction	euros_per_bet_liveaction	net_loss_liveaction	percent_lost_liveaction	sum_stakes_casino	sum_bets_casino	bettingdays_casino	duration_casino	frequency_casino	bets_per_day_casino	euros_per_bet_casino	net_loss_casino	percent_lost_casino	net_loss_fixedodds_nonzero	percent_lost_fixedodds_nonzero	net_loss_liveaction_nonzero	percent_lost_liveaction_nonzero	net_loss_casino_nonzero	percent_lost_casino_nonzero	sum_stakes_fixedodds_sqrt	sum_bets_fixedodds_sqrt	bettingdays_fixedodds_sqrt	duration_fixedodds_sqrt	frequency_fixedodds_sqrt	bets_per_day_fixedodds_sqrt	euros_per_bet_fixedodds_sqrt	net_loss_fixedodds_nonzero_sqrt	percent_lost_fixedodds_nonzero_sqrt	sum_stakes_liveaction_sqrt	sum_bets_liveaction_sqrt	bettingdays_liveaction_sqrt	duration_liveaction_sqrt	frequency_liveaction_sqrt	bets_per_day_liveaction_sqrt	euros_per_bet_liveaction_sqrt	net_loss_liveaction_nonzero_sqrt	percent_lost_liveaction_nonzero_sqrt	sum_stakes_casino_sqrt	sum_bets_casino_sqrt	bettingdays_casino_sqrt	duration_casino_sqrt	frequency_casino_sqrt	bets_per_day_casino_sqrt	euros_per_bet_casino_sqrt	net_loss_casino_nonzero_sqrt	percent_lost_casino_nonzero_sqrt	sum_stakes_fixedodds_sqrt_zeros	sum_bets_fixedodds_sqrt_zeros	bettingdays_fixedodds_sqrt_zeros	duration_fixedodds_sqrt_zeros	frequency_fixedodds_sqrt_zeros	bets_per_day_fixedodds_sqrt_zeros	euros_per_bet_fixedodds_sqrt_zeros	net_loss_fixedodds_sqrt_zeros	percent_lost_fixedodds_sqrt_zeros	sum_stakes_liveaction_sqrt_zeros	sum_bets_liveaction_sqrt_zeros	bettingdays_liveaction_sqrt_zeros	duration_liveaction_sqrt_zeros	frequency_liveaction_sqrt_zeros	bets_per_day_liveaction_sqrt_zeros	euros_per_bet_liveaction_sqrt_zeros	net_loss_liveaction_sqrt_zeros	percent_lost_liveaction_sqrt_zeros	sum_stakes_casino_sqrt_zeros	sum_bets_casino_sqrt_zeros	bettingdays_casino_sqrt_zeros	duration_casino_sqrt_zeros	frequency_casino_sqrt_zeros	bets_per_day_casino_sqrt_zeros	euros_per_bet_casino_sqrt_zeros	net_loss_casino_sqrt_zeros	percent_lost_casino_sqrt_zeros
96950	0	0	6/22/2004	6/28/2000	Austria	German	M	1981	18	365.83	243	82	2182	.0375802016498625	2.96341463414634	1.50547325102881	107.43	.293660990077358	2452.729	688	81	2198	.0368516833484986	8.49382716049383	3.56501308139535	160.879	.0655918366847703	 	 	 	 	 	 	 	 	 	33325.43	13.2936609900774	22223.879	8.06559183668477	 	 	19.1266829324899	15.5884572681199	9.05538513813742	46.7118828565066	.193856136477189	1.72145712527101	1.22697728219752	182.552540382214	3.64604731045517	49.5250340736884	26.229754097208	9	46.8828326789242	.191967922707151	2.914417121912	1.88812422297775	149.076755398016	2.83999856279625	 	 	 	 	 	 	 	 	 	19.1266829324899	15.5884572681199	9.05538513813742	46.7118828565066	.193856136477189	1.72145712527101	1.22697728219752	182.552540382214	3.64604731045517	49.5250340736884	26.229754097208	9	46.8828326789242	.191967922707151	2.914417121912	1.88812422297775	149.076755398016	2.83999856279625	0	0	0	0	0	0	0	0	0
99596	0	0	3/13/2001	6/29/2000	Austria	German	M	1973	26	415.51	160	52	2685	.019366852886406	3.07692307692308	2.5969375	322.85	.776996943515198	2.46	1	1	1	1	1	2.46	2.46	1	85	76	4	162	.0246913580246914	19	1.11842105263158	24.5	.288235294117647	33540.85	13.7769969435152	22065.46	9	35876.5	7.28823529411765	20.3840624017883	12.6491106406735	7.21110255092798	51.8169856321265	.139164840697663	1.75411603861406	1.61150162891633	183.141611874527	3.71173772558288	1.56843871413581	1	1	1	1	1	1.56843871413581	148.544471455521	3	9.21954445729289	8.71779788708135	2	12.7279220613579	.157134840263677	4.35889894354067	1.05755427881106	189.410928934948	2.69967318283485	20.3840624017883	12.6491106406735	7.21110255092798	51.8169856321265	.139164840697663	1.75411603861406	1.61150162891633	183.141611874527	3.71173772558288	1.56843871413581	1	1	1	1	1	1.56843871413581	148.544471455521	3	9.21954445729289	8.71779788708135	2	12.7279220613579	.157134840263677	4.35889894354067	1.05755427881106	189.410928934948	2.69967318283485
100167	0	0	2/14/2002	6/29/2000	Austria	German	F	1976	24	197.64	16	10	3004	.0033288948069241	1.6	12.3525	48	.242865816636309	253.4	7	2	1254	.00159489633173844	3.5	36.2	-3.46000000000001	-.0136543014996054	4621.21	4384	17	3168	.00536616161616162	257.882352941176	1.05410812043796	84.3599999999997	.0182549591989976	33266	13.2428658166363	22059.54	7.98634569850039	35936.36	7.018254959199	14.058449416632	4	3.16227766016838	54.8087584241789	.0576965753483177	1.26491106406735	3.51461235415799	182.389692691226	3.63907485724549	15.9185426468631	2.64575131106459	1.4142135623731	35.4118624192515	.0399361531915436	1.87082869338697	6.01664358259653	148.524543426331	2.82601233162568	67.9794821986752	66.2117814289874	4.12310562561766	56.2849891178812	.0732540894159611	16.0587157936485	1.02669767723413	189.568879302485	2.64919892782686	14.058449416632	4	3.16227766016838	54.8087584241789	.0576965753483177	1.26491106406735	3.51461235415799	182.389692691226	3.63907485724549	15.9185426468631	2.64575131106459	1.4142135623731	35.4118624192515	.0399361531915436	1.87082869338697	6.01664358259653	148.524543426331	2.82601233162568	67.9794821986752	66.2117814289874	4.12310562561766	56.2849891178812	.0732540894159611	16.0587157936485	1.02669767723413	189.568879302485	2.64919892782686
107124	1	0	7/9/2000	7/9/2000	Austria	German	M	1975	24	47120.7685	627	220	3619	.060790273556231	2.85	75.152740829346	7857.08779999996	.166743626008561	58425.9378	2417	311	2790	.111469534050179	7.77170418006431	24.1729159288374	1267.23780000004	.0216896441497947	84730.62	15573	123	2409	.0510585305105853	126.609756097561	5.44086688499326	3208.42	.037866122070156	41075.0878	13.1667436260086	23330.2378	8.0216896441498	39060.42	7.03786612207016	217.073186966977	25.0399680510978	14.8323969741913	60.1581249707801	.246556836360769	1.68819430161341	8.66906804848976	202.669898603616	3.62860078074298	241.714579204483	49.1629942131274	17.6351920885484	52.820450584977	.333870534863709	2.78777764179002	4.91659596965598	152.742390317816	2.83225875303613	291.085245246131	124.791826655434	11.0905365064094	49.0815647672321	.225961347381771	11.2521000749887	2.33256658747253	197.637091660447	2.65289768405609	217.073186966977	25.0399680510978	14.8323969741913	60.1581249707801	.246556836360769	1.68819430161341	8.66906804848976	202.669898603616	3.62860078074298	241.714579204483	49.1629942131274	17.6351920885484	52.820450584977	.333870534863709	2.78777764179002	4.91659596965598	152.742390317816	2.83225875303613	291.085245246131	124.791826655434	11.0905365064094	49.0815647672321	.225961347381771	11.2521000749887	2.33256658747253	197.637091660447	2.65289768405609
107292	0	0	7/9/2000	7/9/2000	Austria	German	M	1975	24	7535.082	580	184	2798	.0657612580414582	3.15217391304348	12.9915206896552	-414.228899999999	-.0549733765339248	192.71	7	6	1647	.00364298724954463	1.16666666666667	27.53	107.59	.55830003632401	6733	500	21	2036	.0103143418467584	23.8095238095238	13.466	595	.0883707114213575	32803.7711	12.9450266234661	22170.59	8.55830003632401	36447	7.08837071142136	86.8048500949112	24.0831891575846	13.5646599662505	52.8961246217528	.256439579709253	1.77543625992134	3.60437521488193	181.118113671714	3.59791976334466	13.8820027373575	2.64575131106459	2.44948974278318	40.5832477754061	.0603571640283457	1.08012344973464	5.24690384893796	148.897918051261	2.92545723542902	82.0548596976437	22.3606797749979	4.58257569495584	45.1220566907139	.10155954827961	4.87950036474267	3.66960488336279	190.910974016687	2.6623994274754	86.8048500949112	24.0831891575846	13.5646599662505	52.8961246217528	.256439579709253	1.77543625992134	3.60437521488193	181.118113671714	3.59791976334466	13.8820027373575	2.64575131106459	2.44948974278318	40.5832477754061	.0603571640283457	1.08012344973464	5.24690384893796	148.897918051261	2.92545723542902	82.0548596976437	22.3606797749979	4.58257569495584	45.1220566907139	.10155954827961	4.87950036474267	3.66960488336279	190.910974016687	2.6623994274754
109445	1	0	3/17/2005	7/15/2000	Austria	German	M	1975	25	4060.4892	1032	464	2046	.226783968719453	2.22413793103448	3.93458255813954	-369.020799999995	-.0908808721865323	349053.5605	22508	724	2064	.35077519379845	31.0883977900553	15.5079776301759	6370.67050000018	.0182512692060054	7583767.02	36776	677	1786	.379059350503919	54.3220088626292	206.215113661083	175054.35	.0230827700189555	32848.9792	12.9091191278135	28433.6705000002	8.01825126920601	210906.35	7.02308277001896	63.7219679545446	32.124756808418	21.540659228538	45.2327315115946	.476218404431677	1.49135439484868	1.98357822082708	181.242873515071	3.59292626250713	590.807549460905	150.026664296718	26.9072480941474	45.4312667664022	.592262774280513	5.57569706763695	3.93801696672017	168.622864701084	2.83165168571384	2753.86401625062	191.77069640589	26.0192236625154	42.2610932182309	.615677960060224	7.37034659040057	14.3601919785595	459.245413695118	2.65010995432623	63.7219679545446	32.124756808418	21.540659228538	45.2327315115946	.476218404431677	1.49135439484868	1.98357822082708	181.242873515071	3.59292626250713	590.807549460905	150.026664296718	26.9072480941474	45.4312667664022	.592262774280513	5.57569706763695	3.93801696672017	168.622864701084	2.83165168571384	2753.86401625062	191.77069640589	26.0192236625154	42.2610932182309	.615677960060224	7.37034659040057	14.3601919785595	459.245413695118	2.65010995432623
113041	0	1	7/29/2000	 	.	.	M	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
113136	1	0	7/29/2000	7/29/2000	Austria	Spanish	M	1975	24	63448.9844	3886	516	3751	.137563316448947	7.53100775193798	16.3275821924858	17059.1457	.268863967821052	4839.4	71	28	2151	.0130172013017201	2.53571428571429	68.1605633802817	-318.249999999999	-.065762284580733	12054848.5	319271	317	3064	.10345953002611	1007.16403785489	37.7574176796515	90291	.00749001532453933	50277.1457	13.2688639678211	21744.75	7.93423771541927	126143	7.00749001532454	251.89081841147	62.3377895020348	22.7156333832011	61.2454079911302	.370895290410848	2.74426816327012	4.04074030252946	224.225657987662	3.64264518829669	69.5657961932443	8.42614977317636	5.29150262212918	46.3788745012209	.114092950271786	1.59239262925771	8.25594109597941	147.461011796339	2.81677789600445	3472.00928858205	565.040706498213	17.8044938147649	55.3534100123922	.321651255284523	31.7358478357659	6.14470647628115	355.166158297775	2.64716641247288	251.89081841147	62.3377895020348	22.7156333832011	61.2454079911302	.370895290410848	2.74426816327012	4.04074030252946	224.225657987662	3.64264518829669	69.5657961932443	8.42614977317636	5.29150262212918	46.3788745012209	.114092950271786	1.59239262925771	8.25594109597941	147.461011796339	2.81677789600445	3472.00928858205	565.040706498213	17.8044938147649	55.3534100123922	.321651255284523	31.7358478357659	6.14470647628115	355.166158297775	2.64716641247288
114137	0	0	8/26/2005	8/3/2000	Austria	German	M	1960	40	50	3	1	1	1	3	16.6666666666667	50	1	 	 	 	 	 	 	 	 	 	164.5	200	1	1	1	200	.8225	50	.303951367781155	33268	14	 	 	35902	7.30395136778116	7.07106781186548	1.73205080756888	1	1	1	1.73205080756888	4.08248290463863	182.395175374789	3.74165738677394	 	 	 	 	 	 	 	 	 	12.8257553383807	14.142135623731	1	1	1	14.142135623731	.906917857360853	189.478230939599	2.70258235171126	7.07106781186548	1.73205080756888	1	1	1	1.73205080756888	4.08248290463863	182.395175374789	3.74165738677394	0	0	0	0	0	0	0	0	0	12.8257553383807	14.142135623731	1	1	1	14.142135623731	.906917857360853	189.478230939599	2.70258235171126
119406	1	0	1/21/2003	8/22/2000	Austria	German	M	1978	22	1552.16	377	117	2499	.0468187274909964	3.22222222222222	4.11713527851459	23.6400000000001	.01523038861973	75.9	9	6	566	.0106007067137809	1.5	8.43333333333333	75.9	1	653644	41943	128	2386	.0536462699077955	327.6796875	15.5841022339842	9279	.0141958007722858	33241.64	13.0152303886197	22138.9	9	45131	7.01419580077229	39.39746184718	19.4164878389476	10.816653826392	49.9899989998	.216376356127458	1.7950549357115	2.02907251682008	182.32290037184	3.60766273210506	8.7120606058498	3	2.44948974278318	23.7907545067406	.102959733458187	1.22474487139159	2.90402020194993	148.791464808974	3	808.482529186624	204.799902343727	11.3137084989848	48.8466989672793	.231616644280577	18.101924966699	3.94767048194048	212.440579927659	2.64843270648365	39.39746184718	19.4164878389476	10.816653826392	49.9899989998	.216376356127458	1.7950549357115	2.02907251682008	182.32290037184	3.60766273210506	8.7120606058498	3	2.44948974278318	23.7907545067406	.102959733458187	1.22474487139159	2.90402020194993	148.791464808974	3	808.482529186624	204.799902343727	11.3137084989848	48.8466989672793	.231616644280577	18.101924966699	3.94767048194048	212.440579927659	2.64843270648365
121115	0	0	5/22/2005	8/22/2000	Austria	German	F	1981	18	470.73	54	29	463	.0626349892008639	1.86206896551724	8.71722222222222	-11.1400000000001	-.0236653708070446	48.37	4	3	368	.00815217391304348	1.33333333333333	12.0925	-6.86	-.141823444283647	 	 	 	 	 	 	 	 	 	33206.86	12.976334629193	22056.14	7.85817655571635	 	 	21.6963130508388	7.34846922834953	5.3851648071345	21.51743479135	.250269832782267	1.36457647844203	2.95249423745792	182.227495181161	3.60226798408905	6.95485441975603	2	1.73205080756888	19.1833260932509	.0902893898143269	1.15470053837925	3.47742720987802	148.513097065545	2.80324393439393	 	 	 	 	 	 	 	 	 	21.6963130508388	7.34846922834953	5.3851648071345	21.51743479135	.250269832782267	1.36457647844203	2.95249423745792	182.227495181161	3.60226798408905	6.95485441975603	2	1.73205080756888	19.1833260932509	.0902893898143269	1.15470053837925	3.47742720987802	148.513097065545	2.80324393439393	0	0	0	0	0	0	0	0	0
